EXP,WKS,OCC,IND,SOUTH,SMSA,MS,FEM,UNION,ED,BLK,LWAGE,YEAR
20,44,0,0,0,1,0,1,1,11,1,604.025,3
21,49,1,0,0,1,0,1,1,11,1,604.025,4
22,48,0,0,0,1,0,1,1,11,1,612.03,5
23,47,1,0,0,1,0,1,1,11,1,621.86,6
24,43,1,0,0,1,0,1,1,11,1,617.17,7
24,50,0,0,0,1,0,1,1,17,0,678.559,1
25,51,0,0,0,1,0,1,0,17,0,688.857,2
26,51,0,0,0,1,0,1,0,17,0,688.755,3
27,50,0,0,0,1,0,1,0,17,0,696.885,4
28,22,0,0,0,1,0,1,0,17,0,685.646,5
29,41,0,0,0,1,0,1,0,17,0,673.815,6
30,26,0,0,0,1,0,1,0,17,0,713.09,7
7,50,1,0,1,0,1,0,0,16,0,658.064,1
8,50,1,1,1,0,1,0,0,16,0,683.518,2
9,50,1,1,1,0,1,0,0,16,0,691.274,3
10,50,1,1,1,0,1,0,0,16,0,695.845,4
11,49,1,1,1,0,1,0,0,16,0,692.56,5
12,49,1,1,1,0,1,0,0,16,0,723.778,6
13,49,1,1,1,0,1,0,0,16,0,727.24,7
11,50,0,0,0,0,1,0,0,17,0,690.575,1
12,,0,0,0,0,1,0,0,17,0,690.575,2
13,50,0,0,0,0,1,0,0,17,0,749.554,3
14,49,0,0,0,0,1,0,0,,0,754.961,4
15,49,0,0,0,0,1,0,0,17,0,752.564,5
16,48,0,0,0,0,1,0,0,17,0,772.886,6
17,50,0,0,0,0,1,0,0,17,0,736.645,7
34,44,1,1,0,1,1,0,0,12,0,635.611,1
35,46,1,1,0,1,1,0,0,12,0,642.162,2
36,49,1,1,,1,1,0,0,12,0,647.697,3
37,48,1,1,0,1,1,0,0,12,0,653.669,4
38,45,1,1,0,1,1,0,0,12,0,655.108,5
39,47,1,1,0,1,1,0,0,12,0,668.461,6
40,50,,1,0,1,1,0,,12,0,680.239,7
30,46,1,1,0,1,1,0,1,8,0,655.536,1
31,44,1,1,0,1,1,0,1,8,0,662.274,2
32,45,1,1,0,1,1,0,1,8,0,672.263,3
33,46,1,1,0,1,1,0,1,8,0,677.992,4
34,36,1,1,0,1,1,0,1,8,0,693.828,5
35,45,1,1,0,1,1,0,1,8,0,703.439,6
36,45,1,1,0,1,1,0,1,8,0,704.578,7
20,49,1,1,1,0,1,0,0,8,0,630.81,1
21,49,1,1,1,0,1,0,0,8,0,639.693,2
22,47,1,1,1,0,1,0,0,8,0,651.767,3
23,49,1,1,1,0,1,0,0,8,0,661.07,4
24,47,1,1,1,0,1,0,0,8,0,668.711,5
25,44,1,1,1,0,1,0,0,8,0,677.079,6
26,48,1,1,1,0,1,0,0,8,0,685.646,7
28,50,1,0,1,0,1,0,0,12,0,596.615,1
29,50,1,0,1,0,1,0,0,12,0,602.828,2
30,49,1,0,1,0,1,0,0,12,0,615.273,3
31,50,1,0,1,0,1,0,0,12,0,621.461,4
32,50,1,0,1,0,1,0,0,12,0,630.992,5
33,50,1,0,1,0,1,0,0,12,0,644.572,6
34,49,1,0,1,0,1,0,0,12,0,647.697,7
34,40,1,1,0,1,1,0,1,12,0,645.834,1
35,47,1,1,0,1,1,0,1,12,0,650.728,2
36,42,1,1,0,1,1,0,1,12,0,656.808,3
37,45,1,1,0,1,1,0,1,12,0,666.823,4
38,47,1,1,0,1,1,0,1,12,0,675.577,5
39,47,1,1,0,1,1,0,1,12,0,680.239,6
40,46,1,1,0,1,1,0,1,12,0,695.655,7
27,49,1,1,0,1,1,0,0,13,0,640.523,1
28,46,1,1,0,1,1,0,0,13,0,655.678,2
29,47,1,1,0,1,1,0,0,13,0,662.007,3
30,47,1,0,0,1,1,0,0,13,0,662.007,4
31,47,1,0,0,1,1,0,0,13,0,670.319,5
32,48,1,0,0,1,1,0,0,13,0,683.518,6
33,48,1,1,0,1,1,0,0,13,0,693.049,7
8,49,0,0,0,1,1,0,0,16,0,647.697,1
9,48,0,0,0,1,1,0,0,16,0,647.697,2
10,49,0,0,0,1,1,0,0,16,0,662.007,3
11,49,0,0,0,0,1,0,0,16,0,680.239,4
12,48,0,0,0,0,1,0,0,16,0,690.776,5
13,48,0,0,0,0,1,0,0,16,0,690.776,6
14,48,0,0,0,0,1,0,0,16,0,717.012,7
7,48,0,0,1,1,0,0,0,16,0,669.703,1
8,49,0,0,1,1,0,0,0,16,0,680.239,2
9,49,0,0,1,1,0,0,0,16,0,689.77,3
10,48,0,0,1,1,0,0,0,16,0,695.655,4
11,46,0,0,1,1,0,0,0,16,0,713.09,5
12,48,0,0,1,1,0,0,0,16,0,724.423,6
13,48,0,0,1,1,0,0,0,16,0,740.184,7
11,40,0,0,0,0,1,0,1,17,0,647.697,1
12,40,0,0,0,0,1,0,1,17,0,662.007,2
13,42,0,0,0,0,1,0,1,17,0,662.007,3
14,40,0,0,0,0,1,0,1,17,0,668.461,4
15,40,0,0,0,0,1,0,1,17,0,685.646,5
16,40,0,0,0,0,1,0,1,17,0,690.776,6
17,42,0,0,0,0,1,0,1,17,0,700.307,7
13,49,1,0,0,1,1,0,1,16,0,646.147,1
14,49,1,0,0,1,1,0,1,16,0,665.544,2
15,49,1,0,0,1,1,0,1,16,0,673.459,3
16,48,0,0,0,1,1,0,1,16,0,681.344,4
17,47,0,0,0,1,1,0,1,16,0,691.473,5
18,47,0,0,0,1,1,0,1,16,0,685.33,6
19,47,0,0,0,1,1,0,1,16,0,711.314,7
3,51,1,1,1,0,0,0,0,13,0,541.61,1
4,51,1,1,1,0,0,0,0,13,0,552.146,2
5,51,1,1,1,0,0,0,0,13,0,559.842,3
6,45,0,0,1,0,0,0,0,13,0,570.378,4
7,50,0,0,1,0,0,0,0,13,0,576.832,5
8,50,1,0,1,0,0,0,0,13,0,588.61,6
9,52,1,0,1,0,0,0,0,13,0,585.793,7
23,36,1,1,1,0,1,0,0,8,1,566.988,1
24,51,1,1,1,0,1,0,0,8,1,599.146,2
25,51,1,1,1,0,1,0,0,8,1,608.677,3
26,24,1,1,1,0,1,0,0,8,1,617.379,4
27,50,1,1,1,0,1,0,0,8,1,625.575,5
28,51,1,1,1,0,1,0,0,8,1,643.775,6
29,47,1,1,1,0,1,0,0,8,1,644.572,7
9,51,1,0,0,1,1,0,0,13,0,516.479,1
10,47,0,0,0,1,1,0,0,13,0,562.762,2
11,50,1,0,0,0,1,0,0,13,0,584.354,3
12,48,1,0,0,0,1,0,0,13,0,596.101,4
13,47,1,0,0,0,1,0,1,13,0,602.828,5
14,47,1,0,0,0,1,0,1,13,0,615.273,6
15,49,1,0,0,0,1,0,0,13,0,624.611,7
10,48,0,0,1,0,1,0,0,10,0,552.146,1
11,52,1,0,1,0,1,0,0,10,0,570.378,2
12,51,1,1,1,0,1,0,0,10,0,620.456,3
13,50,1,0,1,0,1,0,0,10,0,605.912,4
14,39,1,0,1,0,1,0,0,10,0,619.848,5
15,29,1,1,1,0,1,0,0,10,0,616.121,6
16,39,1,0,1,0,1,0,0,10,0,628.04,7
37,44,1,0,0,0,1,0,0,12,0,570.378,1
38,52,1,0,1,1,0,0,0,12,0,578.383,2
39,46,1,0,1,1,0,0,0,12,0,578.383,3
40,48,1,0,1,1,0,0,0,12,0,616.331,4
41,49,1,0,1,1,0,0,0,12,0,621.461,5
42,50,1,0,1,1,0,0,0,12,0,621.461,6
43,50,1,0,1,1,0,0,0,12,0,630.992,7
10,50,1,0,0,0,0,1,0,8,0,542.935,1
11,50,1,0,0,0,0,1,0,8,0,547.227,2
12,50,1,0,0,0,0,1,0,8,0,564.545,3
13,50,1,0,0,0,0,1,0,8,0,568.698,4
14,37,1,0,0,0,0,1,0,8,0,585.793,5
15,50,1,0,0,0,0,1,0,8,0,595.324,6
16,50,1,0,0,0,0,1,0,8,0,605.209,7
5,48,0,1,0,0,1,0,0,17,0,674.524,1
6,50,0,1,0,0,1,0,0,17,0,681.674,2
7,50,0,1,0,0,1,0,0,17,0,665.929,3
8,50,0,1,0,0,1,0,0,17,0,709.008,4
9,50,0,1,0,0,1,0,0,17,0,707.918,5
10,50,0,1,0,0,1,0,0,17,0,698.472,6
11,50,0,1,0,0,1,0,0,17,0,726.193,7
6,46,1,0,0,1,1,0,1,16,0,635.437,1
7,48,1,0,0,1,1,0,1,16,0,633.683,2
8,47,1,0,0,1,1,0,1,16,0,643.775,3
9,49,1,0,0,1,1,0,1,16,0,639.693,4
10,49,0,0,0,1,1,0,0,16,0,723.346,5
11,49,0,0,0,1,1,0,0,16,0,735.883,6
12,50,1,0,0,1,1,0,0,16,0,717.319,7
22,50,1,0,1,0,1,0,1,12,0,662.007,1
23,49,1,0,1,0,1,0,1,12,0,666.568,2
24,44,1,0,1,0,1,0,1,12,0,681.454,3
25,38,1,0,1,0,1,0,1,12,0,688.857,4
26,49,1,0,1,0,1,0,1,12,0,695.75,5
27,50,1,0,1,0,1,0,1,12,0,693.342,6
28,36,1,0,1,0,1,0,1,12,0,706.561,7
12,47,1,0,0,1,0,0,1,12,0,612.249,1
13,46,1,0,0,1,0,0,1,12,0,608.904,2
14,47,1,0,0,1,0,0,1,12,0,629.157,3
15,42,1,0,0,1,0,0,1,12,0,639.693,4
16,48,1,0,0,1,0,0,1,12,0,649.072,5
17,47,1,0,0,1,0,0,1,12,0,659.715,6
18,46,1,0,0,1,0,0,1,12,0,656.386,7
38,42,0,0,1,1,1,0,0,17,1,658.617,1
39,34,0,0,1,1,1,0,0,17,1,662.007,2
40,48,0,0,1,1,1,0,0,17,1,662.007,3
41,46,0,0,1,1,1,0,0,17,1,640.192,4
42,49,0,0,1,1,1,0,0,17,1,677.422,5
43,34,0,0,1,1,1,0,0,17,1,692.56,6
44,47,0,0,1,1,1,0,0,17,1,670.073,7
15,51,1,1,0,0,1,0,1,7,0,616.331,1
16,49,1,1,0,0,1,0,1,7,0,622.654,2
17,50,1,1,0,0,1,0,1,7,0,632.077,3
18,50,1,1,0,0,0,0,1,7,0,645.52,4
19,48,1,1,0,0,0,0,1,7,0,651.471,5
20,50,1,1,0,0,0,0,1,7,0,662.007,6
21,49,1,1,0,0,0,0,1,7,0,666.823,7
3,37,0,0,1,1,0,1,0,12,0,621.461,1
4,49,0,0,1,1,0,1,0,12,0,671.538,2
5,38,0,0,1,1,0,1,0,12,0,643.775,3
6,49,0,0,1,1,0,1,0,12,0,665.673,4
7,39,0,1,1,1,0,1,0,12,0,665.929,5
8,51,0,1,1,1,0,1,0,12,0,686.485,6
9,48,0,0,1,1,0,1,0,12,0,665.286,7
12,41,1,0,0,1,1,0,1,14,0,654.247,1
13,49,1,0,0,1,1,0,1,14,0,660.259,2
14,32,1,0,0,1,1,0,1,14,0,674.641,3
15,50,1,0,0,1,1,0,1,14,0,686.485,4
16,46,1,0,0,1,1,0,1,14,0,695.845,5
17,49,1,0,0,1,1,0,1,14,0,701.392,6
18,49,1,0,0,1,1,0,1,14,0,711.558,7
5,49,0,1,0,1,1,0,0,15,0,636.99,1
6,48,0,1,0,1,1,0,0,15,0,639.693,2
7,48,0,1,0,1,1,0,0,15,0,655.962,3
8,48,0,0,0,1,1,0,0,15,0,673.102,4
9,48,0,0,0,1,1,0,0,15,0,686.485,5
10,47,0,1,0,1,1,0,0,15,0,715.462,6
11,49,0,1,0,1,1,0,0,15,0,727.24,7
11,48,0,0,0,0,1,0,0,12,1,605.209,1
12,47,0,0,0,0,1,0,0,12,1,602.345,2
13,50,0,0,0,0,1,0,0,12,1,630.992,3
14,50,0,0,0,1,1,0,0,12,1,638.012,4
15,49,0,0,0,1,1,0,0,12,1,665.929,5
16,49,0,0,0,1,1,0,0,12,1,668.461,6
17,49,0,0,0,1,1,0,0,12,1,673.934,7
1,48,0,0,0,1,0,1,0,12,0,621.461,1
2,48,0,0,0,1,0,1,0,12,0,621.461,2
3,48,0,0,0,1,0,1,0,12,0,630.992,3
4,48,0,0,0,1,0,1,0,12,0,639.693,4
5,47,0,0,0,1,0,1,0,12,0,621.461,5
6,47,0,0,0,1,0,1,0,12,0,639.693,6
7,49,0,0,0,1,0,1,0,12,0,665.286,7
10,39,1,0,0,1,1,0,1,7,0,634.388,1
11,21,1,1,0,1,1,0,1,7,0,641.346,2
12,40,1,1,0,1,1,0,1,7,0,672.743,3
13,50,1,1,0,1,1,0,1,7,0,676.504,4
14,50,1,1,0,1,1,0,1,7,0,685.646,5
15,43,1,1,0,1,1,0,1,7,0,700.307,6
16,42,1,1,0,1,1,0,1,7,0,717.012,7
5,50,1,0,1,0,1,0,1,14,0,647.697,1
6,49,1,0,1,0,1,0,1,14,0,658.617,2
7,45,1,0,1,0,1,0,1,14,0,673.34,3
8,38,1,0,1,0,1,0,1,14,0,681.344,4
9,48,1,0,1,0,1,0,1,14,0,696.13,5
10,17,0,0,1,0,1,0,0,14,0,650.279,6
11,47,0,0,1,0,1,0,1,14,0,670.196,7
33,49,1,1,1,0,1,0,1,7,0,599.146,1
34,34,1,1,1,0,1,0,0,7,0,617.794,2
35,51,1,1,1,0,1,0,0,7,0,617.794,3
36,50,1,1,1,0,1,0,1,7,0,639.693,4
37,50,1,1,1,0,1,0,1,7,0,650.129,5
38,46,1,1,1,0,1,0,1,7,0,660.665,6
39,31,1,1,1,0,1,0,1,7,0,690.776,7
11,36,0,0,0,1,1,0,1,17,0,679.122,1
12,36,0,0,0,1,1,0,1,17,0,684.588,2
13,38,0,0,0,1,1,0,1,17,0,687.213,3
14,36,0,0,0,1,1,0,1,17,0,695.655,4
15,38,0,0,0,1,1,0,1,17,0,709.672,5
16,41,0,0,0,1,1,0,1,17,0,716.085,6
17,34,0,0,0,1,1,0,1,17,0,716.085,7
37,48,1,1,0,1,1,0,1,8,0,628.413,1
38,48,1,1,0,1,1,0,1,8,0,632.794,2
39,35,1,1,0,1,1,0,1,8,0,647.697,3
40,47,1,1,0,1,1,0,1,8,0,650.429,4
41,46,1,1,0,1,1,0,1,8,0,658.755,5
42,47,1,1,0,1,1,0,1,8,0,676.504,6
43,47,1,1,0,1,1,0,1,8,0,681.014,7
29,50,0,1,0,1,1,0,0,16,0,690.575,1
30,50,0,1,0,1,1,0,0,16,0,690.575,2
31,50,0,1,0,1,1,0,0,16,0,734.601,3
32,49,0,1,0,1,1,0,0,16,0,720.786,4
33,49,0,1,0,1,1,0,0,16,0,752.294,5
34,48,0,1,0,1,1,0,0,16,0,767.601,6
35,49,0,1,0,1,1,0,0,16,0,778.322,7
30,39,1,0,1,0,1,0,0,11,0,610.925,1
31,50,1,0,1,0,1,0,0,11,0,622.654,2
32,50,1,0,1,0,1,0,0,11,0,631.355,3
33,49,1,0,1,0,1,0,0,11,0,641.999,4
34,49,1,0,1,0,0,0,0,11,0,651.471,5
35,49,1,0,1,0,0,0,0,11,0,662.804,6
36,48,1,0,1,0,0,0,0,11,0,683.195,7
16,50,0,1,1,1,1,0,0,17,0,672.743,1
17,52,0,1,1,1,1,0,0,17,0,689.77,2
18,52,0,0,1,1,1,0,0,17,0,698.379,3
19,52,0,1,1,1,1,0,0,17,0,707.918,4
20,50,0,1,1,1,1,0,0,17,0,717.012,5
21,50,0,1,1,1,1,0,0,17,0,714.756,6
22,50,0,1,1,1,1,0,0,17,0,736.518,7
12,49,1,1,0,1,0,0,0,12,0,578.074,1
13,49,1,1,0,1,0,0,0,12,0,582.6,2
14,50,1,1,0,1,0,0,0,12,0,584.644,3
15,45,1,1,0,1,0,0,0,12,0,595.584,4
16,47,1,1,0,1,0,0,0,12,0,606.611,5
17,45,0,1,0,1,0,0,0,12,0,619.032,6
18,49,1,1,0,1,0,0,0,12,0,623.637,7
8,44,1,0,0,1,1,0,0,11,0,599.146,1
9,51,1,0,0,1,1,0,0,11,0,610.925,2
10,51,1,0,0,1,1,0,0,11,0,639.693,3
11,51,1,0,0,1,1,0,0,11,0,639.693,4
12,50,1,0,0,1,1,0,0,11,0,647.697,5
13,51,1,0,0,1,1,0,0,11,0,647.697,6
14,51,1,0,0,1,1,0,0,11,0,655.108,7
29,47,1,1,0,1,1,0,0,14,0,669.703,1
30,47,1,1,0,1,1,0,0,14,0,679.682,2
31,36,1,1,0,1,1,0,0,14,0,689.467,3
32,46,1,1,0,1,1,0,0,14,0,696.885,4
33,43,0,1,0,1,0,0,0,14,0,692.56,5
34,44,1,1,0,1,1,0,0,14,0,718.007,6
35,45,0,1,0,1,1,0,0,14,0,717.242,7
3,50,0,1,0,1,0,0,0,17,0,668.461,1
4,50,0,1,0,1,0,0,0,17,0,680.239,2
5,49,0,1,0,1,0,0,0,17,0,690.776,3
6,48,0,1,0,1,0,0,0,17,0,704.752,4
7,49,0,1,0,1,0,0,0,17,0,704.752,5
8,49,0,1,0,1,0,0,0,17,0,731.322,6
9,49,0,1,0,1,0,0,0,17,0,743.838,7
14,35,0,0,0,1,1,0,0,16,0,630.992,1
15,35,0,0,0,1,1,0,0,16,0,658.617,2
16,44,0,0,0,1,1,0,0,16,0,662.007,3
17,43,0,0,0,1,1,0,0,16,0,690.776,4
18,42,0,0,0,1,1,0,0,16,0,696.602,5
19,42,0,0,0,1,1,0,0,16,0,706.902,6
20,43,0,0,0,1,1,0,0,16,0,695.655,7
17,52,1,1,1,1,0,0,0,7,0,573.657,1
18,51,1,1,1,1,0,0,0,7,0,581.413,2
19,50,1,1,1,1,0,0,0,7,0,589.99,3
20,50,1,1,1,1,0,0,0,7,0,594.017,4
21,50,1,1,1,1,0,0,0,7,0,613.123,5
22,49,1,1,1,1,0,0,0,7,0,613.123,6
23,48,1,1,1,1,0,0,0,7,0,610.925,7
11,49,0,0,1,1,0,0,0,14,0,667.203,1
12,48,0,0,1,1,0,0,0,14,0,684.268,2
13,47,0,0,1,1,0,0,0,14,0,684.055,3
14,48,0,0,1,1,0,0,0,14,0,685.646,4
15,49,0,0,1,1,0,0,0,14,0,699.485,5
16,46,0,0,1,1,1,0,0,14,0,705.618,6
17,47,0,0,1,1,1,0,0,14,0,729.709,7
6,49,0,0,1,1,1,0,0,12,0,636.303,1
7,51,0,0,1,1,1,0,0,12,0,647.697,2
8,50,0,0,1,1,1,0,0,12,0,657.228,3
9,49,0,0,1,1,1,0,0,12,0,665.929,4
10,49,0,0,1,1,1,0,0,12,0,680.239,5
11,48,0,0,1,1,1,0,0,12,0,658.893,6
12,49,0,1,1,1,1,0,0,12,0,676.849,7
31,47,0,1,0,1,1,0,0,12,0,690.575,1
32,48,0,1,0,1,1,0,0,12,0,690.575,2
33,48,0,1,0,1,1,0,0,12,0,713.09,3
34,45,0,1,0,1,1,0,0,12,0,713.09,4
35,41,0,1,0,1,1,0,0,12,0,731.322,5
36,42,0,1,0,1,1,0,0,12,0,732.975,6
37,47,0,1,0,1,1,0,0,12,0,749.554,7
15,31,1,1,0,0,1,0,1,12,0,624.611,1
16,51,1,1,0,0,1,0,0,12,0,621.461,2
17,45,1,1,0,0,1,0,1,12,0,647.697,3
18,49,1,1,0,0,1,0,1,12,0,649.677,4
19,48,1,1,0,0,1,0,1,12,0,661.473,5
20,47,1,1,0,0,1,0,1,12,0,674.524,6
21,45,1,1,0,0,1,0,1,12,0,713.09,7
25,48,0,1,0,1,1,0,1,12,0,674.524,1
26,48,0,1,0,1,1,0,0,12,0,681.344,2
27,48,0,1,0,1,1,0,0,12,0,687.213,3
28,47,0,1,0,1,1,0,0,12,0,710.661,4
29,47,0,1,0,1,1,0,0,12,0,724.423,5
30,47,1,1,0,1,1,0,0,12,0,729.98,6
31,49,0,1,0,1,1,0,0,12,0,737.776,7
37,47,0,1,0,1,1,0,1,12,0,650.728,1
38,46,0,1,0,1,1,0,1,12,0,655.108,2
39,46,0,1,0,1,1,0,1,12,0,687.73,3
40,46,0,1,0,1,1,0,1,12,0,655.108,4
41,47,0,1,0,1,1,0,1,12,0,704.752,5
42,47,0,1,0,1,1,0,1,12,0,683.411,6
43,40,0,1,0,1,1,0,1,12,0,674.524,7
6,50,1,0,0,0,0,0,0,13,0,610.925,1
7,49,1,0,0,0,0,0,0,13,0,631.355,2
8,49,1,0,0,0,0,0,0,13,0,645.362,3
9,49,0,0,0,1,0,0,0,13,0,668.461,4
10,51,0,0,0,1,0,0,0,13,0,679.122,5
11,52,0,0,0,1,0,0,0,13,0,683.518,6
12,49,0,0,0,1,0,0,0,13,0,696.791,7
19,49,0,0,0,1,0,0,0,13,0,690.575,1
20,49,0,0,0,1,0,0,0,13,0,690.575,2
21,49,0,0,0,1,0,0,0,13,0,711.07,3
22,48,0,0,0,1,0,0,0,13,0,725.134,4
23,46,0,0,0,1,0,0,0,13,0,734.601,5
24,46,0,0,0,1,0,0,0,13,0,734.601,6
25,48,0,0,0,1,0,0,0,13,0,729.98,7
27,39,0,0,0,1,1,0,0,17,0,690.575,1
28,36,0,0,0,1,1,0,0,17,0,690.575,2
29,50,0,0,0,1,1,0,0,17,0,717.012,3
30,48,0,0,0,1,1,0,0,17,0,745.53,4
31,48,0,0,0,1,1,0,0,17,0,756.008,5
32,39,0,0,0,1,1,0,0,17,0,737.212,6
33,39,0,0,0,1,1,0,0,17,0,775.577,7
29,50,0,0,0,1,1,0,0,17,0,628.972,1
30,50,0,0,0,1,1,0,0,17,0,636.13,2
31,50,0,0,0,0,1,0,0,17,0,643.615,3
32,50,0,0,0,0,1,0,0,17,0,643.455,4
33,49,0,0,0,0,1,0,0,17,0,641.182,5
34,49,0,0,0,0,1,0,0,17,0,636.99,6
35,49,0,0,0,0,1,0,0,17,0,646.77,7
14,49,0,1,0,0,1,0,0,12,0,669.456,1
15,49,0,1,0,0,1,0,0,12,0,676.849,2
16,49,0,1,0,0,1,0,0,12,0,690.776,3
17,49,0,1,0,0,1,0,0,12,0,703.966,4
18,49,0,1,0,0,1,0,0,12,0,702.554,5
19,49,0,1,0,0,1,0,0,12,0,722.766,6
20,48,1,1,0,0,1,0,0,12,0,721.229,7
14,50,1,1,0,0,1,0,1,14,0,674.052,1
15,50,1,1,0,0,1,0,1,14,0,682.979,2
16,49,1,1,0,0,1,0,1,14,0,680.239,3
17,48,1,1,0,0,1,0,1,14,0,694.698,4
18,50,1,1,0,0,1,0,1,14,0,701.031,5
19,49,1,1,0,0,1,0,1,14,0,713.569,6
20,48,1,1,0,0,1,0,1,14,0,706.817,7
14,38,0,0,0,1,0,1,0,17,0,657.925,1
15,36,0,0,0,1,0,1,1,17,0,639.693,2
16,39,0,0,0,1,0,1,1,17,0,662.007,3
17,42,0,0,0,1,0,1,1,17,0,670.93,4
18,39,0,0,0,1,0,1,1,17,0,676.849,5
19,27,0,0,0,1,0,1,1,17,0,693.537,6
20,43,0,0,0,1,0,1,1,17,0,704.752,7
25,41,1,1,0,0,1,0,1,9,0,658.617,1
26,48,1,1,0,0,1,0,1,9,0,668.461,2
27,48,1,1,0,0,1,0,1,9,0,671.538,3
28,47,1,1,0,0,1,0,1,9,0,677.422,4
29,41,1,1,0,0,1,0,1,9,0,685.646,5
30,43,1,1,0,0,1,0,1,9,0,691.672,6
31,47,1,1,0,0,1,0,1,9,0,699.942,7
16,50,0,0,0,1,1,0,0,17,0,690.575,1
17,50,0,0,0,1,1,0,0,17,0,690.575,2
18,51,0,0,0,1,1,0,0,17,0,808.641,3
19,49,0,0,0,1,1,0,0,17,0,822.951,4
20,52,0,0,0,1,1,0,0,17,0,790.986,5
21,50,0,1,0,1,1,0,0,17,0,812.089,6
